Video,Frame,Dominant Emotion,Dominant Emotion Percentage,angry,disgust,fear,happy,sad,surprise,neutral
3.mp4,3.mp4_frame_0243.jpg,sad,48.148590105603944,6.508420438578181,0.0028528258316560706,9.785685364685698,0.04251995630800203,48.148590105603944,0.11466973431196621,35.39726560083218
3.mp4,3.mp4_frame_0096.jpg,sad,77.93826329340119,6.372674146304756e-06,1.619414491713964e-16,0.6394240454986122,3.9753564589354584e-06,77.93826329340119,5.2970103685335595e-08,21.422303999799727
3.mp4,3.mp4_frame_0082.jpg,neutral,99.99614357925317,2.811766481828224e-13,2.8270727338726896e-27,0.0021537299664003942,5.464487868725396e-09,0.0017036724890675762,1.2608815785276221e-09,99.99614357925317
3.mp4,3.mp4_frame_0069.jpg,neutral,75.05022883415222,0.004767461723531596,3.58621091807107e-11,15.978950262069702,4.017286059365688e-07,8.96584689617157,0.00020921609120705398,75.05022883415222
2.mp4,2.mp4_frame_0107.jpg,neutral,99.89194871283189,0.003138099044629673,7.291104241988081e-12,0.012432722697138316,1.948895035063224e-07,0.09243829470863406,3.724640986823812e-05,99.89194871283189
2.mp4,2.mp4_frame_0113.jpg,neutral,98.88436794281006,0.09306678548455238,1.625029000251743e-08,0.15537341823801398,2.3536742332908034e-06,0.8671680465340614,2.4670450216035533e-05,98.88436794281006
3.mp4,3.mp4_frame_0055.jpg,neutral,69.95882987976074,0.006428401684388518,1.2726332574569676e-11,16.131383180618286,3.6248006818340173e-07,13.90334963798523,8.62016449332259e-06,69.95882987976074
3.mp4,3.mp4_frame_0041.jpg,fear,52.776920795440674,0.008949924085754901,6.843722637206451e-12,52.776920795440674,1.7224358606071632e-07,15.366578102111816,5.790905976965632e-07,31.847548484802246
3.mp4,3.mp4_frame_0079.jpg,sad,90.48545360565186,0.054001109674572945,1.6337570185598338e-07,0.9170794859528542,0.012647768016904593,90.48545360565186,0.003782851854339242,8.527037501335144
2.mp4,2.mp4_frame_0117.jpg,neutral,99.9449014630855,0.0016662167665319266,1.4110031259397287e-10,0.007137739583212261,2.9464707986675516e-06,0.046260739174380255,2.854958608716122e-05,99.9449014630855
2.mp4,2.mp4_frame_0103.jpg,neutral,99.69375133514404,0.0032927717256825417,3.92550263128566e-09,0.036328317946754396,2.031061185903127e-06,0.2662675688043237,0.00035853120152751217,99.69375133514404
3.mp4,3.mp4_frame_0045.jpg,fear,61.88262104988098,0.006127158121671528,7.145508956665075e-13,61.88262104988098,9.6237927349474e-09,14.160418510437012,4.274162801465309e-07,23.950837552547455
3.mp4,3.mp4_frame_0051.jpg,fear,70.25816263307111,0.0028002734175231296,2.384458451501383e-13,70.25816263307111,5.6792088308779156e-09,9.42704212230695,1.4945825024701288e-06,20.31199457120863
3.mp4,3.mp4_frame_0086.jpg,sad,56.87809925544853,5.449184397655471e-05,1.5534183168775637e-15,4.812269944683906,9.703740612116548e-05,56.87809925544853,3.649739075344132e-05,38.309445280399636
3.mp4,3.mp4_frame_0092.jpg,fear,45.49242311806403,22.34566243342609,0.018209734856294412,45.49242311806403,0.013903177548566157,21.373969748739032,0.22478473487082304,10.531044241065473
1.mp4,1.mp4_frame_0098.jpg,angry,67.10225743664846,67.10225743664846,6.962427352200065e-05,0.25946844053080326,0.04070413075859134,5.055659565666888,0.012643496328204652,27.529193611693003
3.mp4,3.mp4_frame_0509.jpg,fear,52.9669463634491,45.14034390449524,0.4248109646141529,52.9669463634491,0.005858182339579798,0.8647512644529343,0.14822353841736913,0.4490671679377556
3.mp4,3.mp4_frame_0521.jpg,neutral,66.1329586664389,8.342037599329663,0.0009154698272982034,2.916519877793774,0.418351780203197,22.17592861365421,0.01329080418331822,66.1329586664389
3.mp4,3.mp4_frame_0247.jpg,neutral,99.78883265190319,2.931799075622537e-09,8.622982937385232e-18,0.06712304129812367,9.968949815868287e-07,0.14404165252918913,1.4581411600748744e-09,99.78883265190319
3.mp4,3.mp4_frame_0253.jpg,neutral,53.78859594004203,5.928273831231006e-08,1.549848080207782e-13,0.19179551205614065,2.200329611558479e-06,46.019602296399796,1.0514346114615166e-11,53.78859594004203
